label,quote
0,completely creatively stillborn and executed in a manner that im not sure could be a single iota worse    a soulless hunk of exploitative garbage 
0,fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters  and forget about any attempt at a plot 
1,we all live with the objective of being happy our lives are all different and yet the same
1,wonder is the beginning of wisdom
0,plays like the old diseaseoftheweek smallscreen melodramas 
1,a true friend is someone who thinks that you are a good egg even though he knows that you are slightly cracked
0,long on twinklyeyed closeups and short on shame 
0,this movie is about the worst thing chan has done in the united states 
0,eventually  every idea in this film is flushed down the latrine of heroism 
1,there is nothing noble in being superior to your fellow man true nobility is being superior to your former self
1,real integrity is doing the right thing knowing that nobodys going to know whether you did it or not
1,fall seven times stand up eight
1,everything we do is practice for something greater than where we currently are practice only makes for improvement
0,very well made  but doesnt generate a lot of tension 
0,theres a heavy stench of been there  done that hanging over the film  its everything youd expect  but nothing more 
